index,train_the_pile_arxiv,train_the_pile_freelaw,train_the_pile_nih_exporter,train_the_pile_pubmed_central,train_the_pile_wikipedia_en,train_the_pile_dm_mathematics,train_the_pile_github,train_the_pile_philpapers,train_the_pile_stackexchange,train_the_pile_enron_emails,train_the_pile_gutenberg_pg_19,train_the_pile_pile_cc,train_the_pile_ubuntu_irc,train_the_pile_europarl,train_the_pile_hackernews,train_the_pile_pubmed_abstracts,train_the_pile_uspto_backgrounds
390,0.0,0.094,0.0,0.215,0.007,0.003,0.0,0.042,0.014,0.0,0.0,0.471,0.0,0.03,0.002,0.02,0.104
391,0.0,0.0,0.0,0.584,0.0,0.0,0.0,0.0,0.011,0.0,0.005,0.4,0.0,0.0,0.0,0.0,0.0
392,0.368,0.169,0.049,0.177,0.0,0.0,0.014,0.0,0.216,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0
393,0.001,0.163,0.001,0.139,0.02,0.018,0.0,0.003,0.392,0.0,0.173,0.002,0.002,0.058,0.0,0.006,0.022
394,0.0,0.0,0.0,0.974,0.0,0.006,0.0,0.0,0.002,0.0,0.01,0.0,0.0,0.0,0.0,0.008,0.0
395,0.047,0.131,0.002,0.006,0.496,0.091,0.0,0.0,0.001,0.0,0.0,0.226,0.0,0.0,0.0,0.0,0.0
396,0.397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.0,0.351,0.083,0.001,0.001,0.0,0.0,0.137
397,0.0,0.174,0.0,0.215,0.0,0.0,0.091,0.035,0.13,0.0,0.282,0.03,0.003,0.038,0.001,0.001,0.0
398,0.411,0.064,0.018,0.21,0.081,0.0,0.001,0.021,0.015,0.0,0.0,0.002,0.0,0.005,0.015,0.013,0.142
399,0.37,0.0,0.0,0.129,0.426,0.0,0.0,0.0,0.005,0.003,0.016,0.0,0.0,0.0,0.0,0.052,0.0
400,0.029,0.001,0.006,0.0,0.058,0.039,0.304,0.0,0.014,0.02,0.0,0.148,0.001,0.0,0.0,0.322,0.058
401,0.096,0.074,0.0,0.139,0.3,0.005,0.015,0.0,0.0,0.005,0.0,0.013,0.032,0.015,0.0,0.152,0.153
402,0.502,0.238,0.016,0.159,0.018,0.0,0.034,0.019,0.0,0.0,0.002,0.006,0.004,0.0,0.0,0.0,0.0
403,0.346,0.145,0.002,0.0,0.002,0.001,0.019,0.027,0.053,0.005,0.002,0.118,0.098,0.001,0.006,0.173,0.0
404,0.092,0.0,0.0,0.304,0.0,0.01,0.001,0.02,0.498,0.0,0.028,0.028,0.002,0.001,0.016,0.0,0.0
405,0.0,0.161,0.0,0.111,0.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.007,0.0,0.632
406,0.0,0.116,0.0,0.529,0.3,0.025,0.0,0.026,0.002,0.0,0.001,0.002,0.0,0.0,0.0,0.0,0.0
407,0.069,0.0,0.012,0.625,0.063,0.022,0.048,0.0,0.153,0.001,0.0,0.001,0.0,0.0,0.002,0.002,0.0
408,0.0,0.015,0.0,0.012,0.091,0.0,0.875,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.006,0.0,0.0
409,0.031,0.001,0.001,0.001,0.412,0.004,0.125,0.0,0.0,0.002,0.039,0.015,0.097,0.027,0.001,0.241,0.003
410,0.0,0.0,0.0,0.001,0.571,0.025,0.006,0.0,0.0,0.023,0.0,0.374,0.0,0.0,0.0,0.0,0.0
411,0.054,0.042,0.004,0.607,0.047,0.0,0.0,0.038,0.008,0.005,0.119,0.013,0.01,0.044,0.003,0.004,0.0
412,0.827,0.0,0.0,0.005,0.028,0.0,0.015,0.002,0.0,0.0,0.101,0.007,0.0,0.009,0.0,0.0,0.005
413,0.001,0.0,0.0,0.143,0.0,0.0,0.005,0.0,0.502,0.0,0.024,0.0,0.0,0.098,0.0,0.0,0.226
414,0.0,0.0,0.0,0.0,0.096,0.105,0.041,0.0,0.426,0.0,0.0,0.301,0.031,0.0,0.0,0.0,0.0
415,0.003,0.089,0.0,0.003,0.652,0.032,0.007,0.0,0.019,0.0,0.1,0.077,0.003,0.007,0.0,0.0,0.006
416,0.069,0.0,0.0,0.001,0.538,0.002,0.312,0.004,0.0,0.015,0.0,0.0,0.06,0.0,0.0,0.0,0.0
417,0.165,0.01,0.0,0.0,0.0,0.042,0.03,0.0,0.601,0.006,0.009,0.013,0.058,0.011,0.0,0.051,0.002
418,0.891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.045,0.057,0.0,0.0,0.0,0.0,0.0
419,0.001,0.073,0.009,0.118,0.0,0.015,0.087,0.003,0.564,0.0,0.027,0.0,0.017,0.0,0.083,0.003,0.001
420,0.0,0.01,0.0,0.013,0.0,0.056,0.479,0.002,0.0,0.0,0.0,0.298,0.003,0.0,0.085,0.04,0.014
421,0.38,0.0,0.0,0.0,0.008,0.0,0.057,0.0,0.1,0.0,0.0,0.0,0.004,0.0,0.0,0.432,0.019
422,0.041,0.19,0.004,0.0,0.006,0.008,0.039,0.032,0.217,0.016,0.278,0.011,0.029,0.047,0.0,0.001,0.081
423,0.0,0.062,0.0,0.095,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.006,0.0,0.067,0.0,0.0,0.0
424,0.036,0.0,0.009,0.008,0.015,0.056,0.055,0.033,0.052,0.0,0.0,0.069,0.024,0.013,0.0,0.247,0.381
425,0.076,0.067,0.0,0.001,0.0,0.011,0.401,0.003,0.167,0.002,0.049,0.084,0.033,0.08,0.002,0.001,0.021
426,0.007,0.002,0.0,0.562,0.369,0.034,0.008,0.0,0.0,0.0,0.0,0.007,0.003,0.004,0.0,0.0,0.005
427,0.001,0.056,0.0,0.736,0.0,0.019,0.0,0.0,0.002,0.0,0.044,0.003,0.001,0.085,0.051,0.0,0.0
428,0.0,0.276,0.018,0.068,0.093,0.03,0.0,0.0,0.021,0.002,0.0,0.028,0.002,0.007,0.025,0.001,0.429
429,0.0,0.592,0.0,0.0,0.0,0.0,0.406,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0
430,0.0,0.004,0.002,0.013,0.051,0.0,0.011,0.045,0.459,0.0,0.001,0.005,0.045,0.011,0.0,0.209,0.143
431,0.05,0.001,0.0,0.143,0.025,0.008,0.0,0.0,0.287,0.0,0.0,0.0,0.173,0.001,0.002,0.31,0.001
432,0.0,0.003,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.876,0.045,0.0,0.0,0.0,0.016
433,0.265,0.093,0.001,0.0,0.0,0.0,0.036,0.0,0.0,0.006,0.017,0.138,0.002,0.028,0.0,0.412,0.002
434,0.347,0.044,0.001,0.007,0.001,0.018,0.101,0.001,0.067,0.0,0.117,0.014,0.038,0.026,0.006,0.21,0.002
435,0.0,0.0,0.0,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0
436,0.0,0.161,0.0,0.025,0.708,0.0,0.0,0.0,0.0,0.0,0.106,0.0,0.0,0.001,0.0,0.0,0.0
437,0.442,0.017,0.0,0.117,0.047,0.001,0.309,0.019,0.003,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0
438,0.216,0.01,0.0,0.07,0.0,0.144,0.314,0.013,0.0,0.0,0.0,0.102,0.064,0.022,0.022,0.022,0.002
439,0.005,0.183,0.015,0.0,0.018,0.131,0.359,0.03,0.002,0.026,0.102,0.094,0.0,0.02,0.001,0.013,0.0
440,0.011,0.027,0.005,0.195,0.0,0.06,0.001,0.0,0.32,0.004,0.0,0.0,0.0,0.001,0.0,0.113,0.262
441,0.031,0.0,0.0,0.0,0.492,0.0,0.005,0.0,0.0,0.008,0.027,0.113,0.083,0.001,0.001,0.239,0.0
442,0.003,0.019,0.0,0.134,0.209,0.052,0.0,0.013,0.013,0.0,0.0,0.0,0.008,0.0,0.019,0.43,0.099
443,0.161,0.271,0.002,0.023,0.002,0.0,0.0,0.002,0.092,0.0,0.0,0.212,0.008,0.0,0.089,0.007,0.13
444,0.002,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.995,0.0,0.0,0.0,0.0,0.0
445,0.012,0.348,0.0,0.002,0.0,0.19,0.117,0.0,0.033,0.0,0.0,0.073,0.021,0.006,0.004,0.0,0.197
446,0.236,0.403,0.0,0.0,0.188,0.108,0.0,0.0,0.0,0.013,0.0,0.0,0.004,0.028,0.017,0.0,0.004
447,0.0,0.01,0.052,0.003,0.001,0.001,0.072,0.0,0.0,0.0,0.001,0.267,0.001,0.007,0.0,0.494,0.092
448,0.0,0.177,0.021,0.006,0.23,0.054,0.0,0.0,0.023,0.003,0.0,0.139,0.0,0.001,0.0,0.222,0.123
449,0.0,0.0,0.003,0.16,0.082,0.0,0.089,0.0,0.0,0.0,0.0,0.357,0.003,0.0,0.0,0.307,0.0
450,0.003,0.0,0.001,0.0,0.085,0.0,0.761,0.0,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,0.09,0.0,0.0,0.001,0.001,0.116,0.48,0.0,0.023,0.0,0.0,0.001,0.001,0.011,0.002,0.003,0.271
452,0.321,0.045,0.0,0.509,0.001,0.119,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,0.0,0.071,0.0,0.0,0.218,0.0,0.606,0.0,0.0,0.0,0.001,0.0,0.004,0.0,0.088,0.0,0.012
454,0.0,0.086,0.038,0.01,0.0,0.003,0.272,0.049,0.008,0.0,0.0,0.141,0.036,0.001,0.003,0.35,0.002
455,0.0,0.421,0.0,0.04,0.0,0.029,0.051,0.001,0.032,0.0,0.396,0.003,0.0,0.0,0.027,0.0,0.0
456,0.0,0.658,0.0,0.243,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.047,0.016,0.0,0.0,0.0,0.036
457,0.494,0.006,0.056,0.315,0.0,0.0,0.002,0.006,0.0,0.0,0.02,0.046,0.002,0.0,0.0,0.051,0.003
458,0.0,0.164,0.0,0.013,0.008,0.0,0.727,0.0,0.0,0.0,0.0,0.031,0.014,0.027,0.0,0.0,0.015
459,0.013,0.022,0.003,0.25,0.002,0.001,0.001,0.0,0.001,0.0,0.183,0.513,0.0,0.0,0.009,0.002,0.0
460,0.003,0.007,0.0,0.0,0.086,0.001,0.0,0.002,0.0,0.0,0.0,0.846,0.0,0.0,0.0,0.0,0.055
461,0.135,0.001,0.012,0.0,0.0,0.001,0.192,0.0,0.0,0.0,0.018,0.641,0.0,0.0,0.0,0.0,0.001
462,0.001,0.439,0.029,0.068,0.019,0.012,0.002,0.006,0.0,0.0,0.226,0.129,0.038,0.0,0.005,0.026,0.0
463,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.003,0.414,0.0,0.0,0.026,0.0,0.0,0.0,0.526,0.019
464,0.133,0.0,0.0,0.627,0.005,0.0,0.07,0.0,0.002,0.0,0.0,0.068,0.0,0.09,0.001,0.005,0.0
465,0.0,0.0,0.0,0.0,0.0,0.0,0.991,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0
466,0.245,0.266,0.0,0.03,0.0,0.11,0.043,0.001,0.054,0.002,0.0,0.0,0.003,0.0,0.0,0.0,0.244
467,0.014,0.647,0.0,0.0,0.018,0.106,0.001,0.053,0.002,0.001,0.105,0.0,0.015,0.0,0.014,0.025,0.0
468,0.015,0.0,0.0,0.0,0.167,0.0,0.648,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,0.509,0.06,0.0,0.0,0.001,0.006,0.146,0.015,0.015,0.0,0.0,0.058,0.01,0.0,0.0,0.0,0.18
470,0.304,0.045,0.001,0.038,0.0,0.0,0.008,0.003,0.093,0.001,0.309,0.0,0.019,0.05,0.001,0.124,0.0
471,0.041,0.536,0.0,0.001,0.011,0.0,0.164,0.001,0.083,0.0,0.012,0.004,0.013,0.0,0.019,0.022,0.094
472,0.001,0.001,0.004,0.001,0.125,0.041,0.0,0.004,0.0,0.001,0.382,0.336,0.0,0.093,0.007,0.005,0.0
473,0.005,0.108,0.0,0.23,0.071,0.0,0.002,0.001,0.0,0.001,0.0,0.0,0.0,0.059,0.016,0.428,0.08
474,0.142,0.003,0.003,0.0,0.137,0.0,0.0,0.0,0.0,0.0,0.004,0.668,0.001,0.038,0.0,0.005,0.0
475,0.325,0.027,0.0,0.0,0.007,0.073,0.001,0.026,0.002,0.0,0.012,0.427,0.083,0.0,0.0,0.0,0.018
476,0.0,0.0,0.0,0.103,0.038,0.0,0.0,0.006,0.51,0.0,0.105,0.0,0.0,0.0,0.0,0.239,0.0
477,0.355,0.049,0.013,0.077,0.003,0.006,0.212,0.0,0.0,0.0,0.003,0.057,0.031,0.002,0.119,0.051,0.021
478,0.115,0.0,0.034,0.016,0.343,0.065,0.057,0.0,0.152,0.0,0.0,0.019,0.0,0.05,0.001,0.0,0.149
479,0.161,0.003,0.011,0.064,0.0,0.043,0.0,0.005,0.496,0.022,0.026,0.084,0.0,0.0,0.002,0.083,0.0
480,0.858,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.136,0.0
481,0.21,0.0,0.001,0.0,0.0,0.0,0.013,0.0,0.01,0.0,0.0,0.001,0.0,0.0,0.0,0.438,0.327
482,0.0,0.0,0.0,0.345,0.0,0.0,0.0,0.0,0.124,0.0,0.0,0.0,0.0,0.052,0.052,0.419,0.007
483,0.0,0.001,0.019,0.0,0.039,0.008,0.0,0.003,0.189,0.002,0.175,0.0,0.007,0.006,0.006,0.0,0.546
484,0.455,0.001,0.056,0.0,0.235,0.0,0.0,0.0,0.004,0.0,0.05,0.048,0.0,0.0,0.105,0.002,0.043
485,0.02,0.003,0.001,0.0,0.0,0.076,0.306,0.0,0.026,0.0,0.212,0.207,0.0,0.0,0.006,0.121,0.023
486,0.0,0.0,0.0,0.126,0.0,0.232,0.083,0.0,0.0,0.0,0.001,0.247,0.0,0.001,0.0,0.0,0.309
487,0.699,0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,0.0,0.0,0.0,0.0,0.266,0.0,0.721,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,0.0,0.372,0.007,0.001,0.216,0.051,0.001,0.006,0.003,0.005,0.0,0.126,0.069,0.097,0.045,0.0,0.003
490,0.012,0.913,0.0,0.02,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.0,0.0,0.017
491,0.675,0.002,0.002,0.0,0.0,0.0,0.006,0.003,0.003,0.002,0.077,0.011,0.011,0.114,0.0,0.0,0.093
492,0.005,0.0,0.008,0.026,0.0,0.221,0.006,0.007,0.0,0.0,0.0,0.01,0.09,0.019,0.0,0.06,0.546
493,0.117,0.012,0.001,0.233,0.041,0.004,0.0,0.018,0.0,0.0,0.064,0.0,0.0,0.071,0.0,0.322,0.117
494,0.0,0.662,0.0,0.0,0.0,0.196,0.011,0.0,0.118,0.0,0.0,0.0,0.001,0.0,0.0,0.012,0.0
495,0.308,0.001,0.002,0.01,0.015,0.035,0.004,0.011,0.039,0.005,0.041,0.037,0.043,0.002,0.007,0.439,0.0
496,0.0,0.0,0.0,0.0,0.21,0.107,0.001,0.0,0.436,0.0,0.0,0.01,0.0,0.0,0.0,0.087,0.151
497,0.001,0.0,0.0,0.0,0.0,0.09,0.071,0.045,0.377,0.012,0.058,0.18,0.003,0.0,0.009,0.132,0.022
498,0.0,0.032,0.0,0.0,0.0,0.008,0.0,0.0,0.004,0.015,0.094,0.842,0.004,0.0,0.0,0.0,0.0
499,0.056,0.014,0.001,0.175,0.151,0.0,0.393,0.0,0.046,0.0,0.004,0.018,0.089,0.019,0.004,0.029,0.003
500,0.0,0.02,0.025,0.001,0.042,0.21,0.0,0.001,0.0,0.0,0.166,0.498,0.0,0.021,0.004,0.012,0.0
501,0.0,0.107,0.05,0.0,0.001,0.11,0.0,0.0,0.0,0.012,0.296,0.03,0.003,0.005,0.015,0.001,0.371
502,0.003,0.005,0.0,0.005,0.041,0.231,0.0,0.0,0.001,0.0,0.37,0.0,0.002,0.0,0.0,0.04,0.3
503,0.783,0.0,0.0,0.003,0.027,0.012,0.001,0.004,0.012,0.009,0.003,0.067,0.038,0.039,0.0,0.001,0.001
504,0.002,0.0,0.009,0.056,0.017,0.005,0.391,0.012,0.021,0.002,0.171,0.06,0.021,0.032,0.001,0.003,0.197
505,0.0,0.004,0.002,0.003,0.365,0.139,0.003,0.018,0.0,0.0,0.251,0.031,0.014,0.007,0.0,0.029,0.133
506,0.183,0.231,0.0,0.033,0.0,0.005,0.0,0.002,0.0,0.0,0.192,0.02,0.001,0.077,0.0,0.171,0.085
507,0.033,0.023,0.0,0.01,0.0,0.031,0.292,0.0,0.01,0.0,0.0,0.0,0.045,0.008,0.01,0.157,0.38
508,0.003,0.0,0.0,0.01,0.182,0.0,0.273,0.0,0.037,0.005,0.0,0.426,0.043,0.017,0.003,0.0,0.0
509,0.87,0.0,0.009,0.0,0.0,0.0,0.047,0.005,0.0,0.0,0.047,0.0,0.0,0.003,0.0,0.019,0.0
510,0.138,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073,0.109,0.0,0.0,0.0,0.0,0.0
511,0.127,0.002,0.01,0.08,0.092,0.0,0.0,0.0,0.011,0.0,0.009,0.378,0.016,0.0,0.0,0.194,0.08
512,0.902,0.0,0.0,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.049
